name,image,image_local,wiki,icon,icon_local,personality,species,birthday,catchphrase,gender,coffee,milk,milk_numeric,sugar,sugar_numeric,song,style,rank,tier,primary_col,secondary_col,tertiary_col,col_guess_20,col_guess_10
Drake,https://vignette.wikia.nocookie.net/animalcrossing/images/1/16/NH-Drake_poster.png/revision/latest?cb=20200328201002,villager_models/Drake.png,/wiki/Drake,https://nookipedia.com/w/images/4/45/Drake_NH_Icon.png,villager_icons/Drake.png,Lazy,Duck,June 25th,quacko,Male,House Blend,No milk,0,No sugar,0,K.K. Blues,Modern,288,6,#39a297,#fdfd42,#fdfefe,Neon Blue/Green,"Mid Blues, Cyans & Teals"
Drift,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Drift_poster.png/revision/latest?cb=20200328201008,villager_models/Drift.png,/wiki/Drift,https://nookipedia.com/w/images/e/e1/Drift_NH_Icon.png,villager_icons/Drift.png,Jock,Frog,October 9th,brah,Male,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Country,Flashy,185,5,#ff4c17,#fec908,#463009,Red,Reds
Ed,https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Ed_poster.png/revision/latest?cb=20200328201015,villager_models/Ed.png,/wiki/Ed,https://nookipedia.com/w/images/b/b1/Ed_NH_Icon.png,villager_icons/Ed.png,Smug,Horse,September 16th,greenhorn,Male,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Ballad,Flashy,186,5,#f2f3f4,#28d3f1,#fff202,White/Lightest Pastel,White/Light Pastels
Egbert,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Egbert_poster.png/revision/latest?cb=20200328201024,villager_models/Egbert.png,/wiki/Egbert,https://nookipedia.com/w/images/e/e2/Egbert_NH_Icon.png,villager_icons/Egbert.png,Lazy,Chicken,October 14th,doodle-duh,Male,Mocha,Little milk,1,One spoon,1,K.K. Technopop,Historical,239,5,#ffe73e,#fc3636,#fead16,Yellow/Ochre,"Yellows, Oranges & Ochres"
Elise,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cf/NH-Elise_poster.png/revision/latest?cb=20200328201032,villager_models/Elise.png,/wiki/Elise,https://nookipedia.com/w/images/e/e0/Elise_NH_Icon.png,villager_icons/Elise.png,Snooty,Monkey,March 21st,puh-lease,Female,House Blend,No milk,0,No sugar,0,Neapolitan,Official,288,6,#fee5b1,#c2c57e,#fe2320,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Ellie,https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Ellie_poster.png/revision/latest?cb=20200328201054,villager_models/Ellie.png,/wiki/Ellie,https://nookipedia.com/w/images/f/ff/Ellie_NH_Icon.png,villager_icons/Ellie.png,Normal,Elephant,May 12th,li'l one,Female,Mocha,Regular milk,2,Two spoons,2,Cafe K.K.,Unknown,120,4,#dcae82,#dbae82,#f8a0e0,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Elmer,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Elmer_poster.png/revision/latest?cb=20200328201101,villager_models/Elmer.png,/wiki/Elmer,https://nookipedia.com/w/images/3/37/Elmer_NH_Icon.png,villager_icons/Elmer.png,Lazy,Horse,October 5th,tenderfoot,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Waltz,Basic,240,5,#b3b4b6,#d46806,#602600,Muted Light Pastel,Greys
Eloise,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/NH-Eloise_poster.png/revision/latest?cb=20200328201107,villager_models/Eloise.png,/wiki/Eloise,https://nookipedia.com/w/images/2/2c/Eloise_NH_Icon.png,villager_icons/Eloise.png,Snooty,Elephant,December 8th,tooooot,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Jazz,Official,288,6,#fef461,#8f3104,#fff361,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Elvis,https://vignette.wikia.nocookie.net/animalcrossing/images/3/36/NH-Elvis_poster.png/revision/latest?cb=20200328201113,villager_models/Elvis.png,/wiki/Elvis,https://nookipedia.com/w/images/f/f9/Elvis_NH_Icon.png,villager_icons/Elvis.png,Cranky,Lion,July 23rd,unh-hunh,Male,Blue Mountain,No milk,0,No sugar,0,K.K. Casbah,Ornate,241,5,#fbc030,#89560e,#fae178,Yellow/Ochre,"Yellows, Oranges & Ochres"
Erik,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Erik_poster.png/revision/latest?cb=20200328201120,villager_models/Erik.png,/wiki/Erik,https://nookipedia.com/w/images/6/6b/Erik_NH_Icon.png,villager_icons/Erik.png,Lazy,Deer,July 27th,chow down,Male,Mocha,Lots of milk,3,Three spoons,3,Neapolitan,Basic,31,2,#8c5810,#ea9b27,#eae78f,Maroon,Browns and Maroons
Eunice,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a4/NH-Eunice_poster.png/revision/latest?cb=20200410184747,villager_models/Eunice.png,/wiki/Eunice,https://nookipedia.com/w/images/0/08/Eunice_NH_Icon.png,villager_icons/Eunice.png,Normal,Sheep,April 3rd,lambchop,Female,Blue Mountain,Little milk,1,One spoon,1,K.K. Waltz,Basic,121,4,#fec9c9,#feaa63,#152d49,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Eugene,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f7/NH-Eugene_poster.png/revision/latest?cb=20200410192826,villager_models/Eugene.png,/wiki/Eugene,https://nookipedia.com/w/images/b/b4/Eugene_NH_Icon.png,villager_icons/Eugene.png,Smug,Koala,October 26th,yeah buddy,Male,Mocha,No milk,0,No sugar,0,K.K. Cruisin',Rock n roll,288,6,#fde9c9,#533338,#fce8c9,White/Lightest Pastel,White/Light Pastels
Fang,https://vignette.wikia.nocookie.net/animalcrossing/images/7/77/NH-Fang_poster.png/revision/latest?cb=20200410183143,villager_models/Fang.png,/wiki/Fang,https://nookipedia.com/w/images/8/82/Fang_NH_Icon.png,villager_icons/Fang.png,Cranky,Wolf,December 18th,cha-chomp,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Calypso,Official,14,1,#d6cece,#ffffff,#d1d1d1,Muted Light Pastel,Greys
Fauna,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b4/NH-Fauna_poster.png/revision/latest?cb=20200328201146,villager_models/Fauna.png,/wiki/Fauna,https://nookipedia.com/w/images/7/78/Fauna_NH_Icon.png,villager_icons/Fauna.png,Normal,Deer,March 26th,dearie,Female,Mocha,Lots of milk,3,Three spoons,3,K.K. Stroll,Basic,4,1,#7a2403,#fc912b,#ff71a1,Maroon,Browns and Maroons
Felicity,https://vignette.wikia.nocookie.net/animalcrossing/images/8/80/NH-Felicity_poster.png/revision/latest?cb=20200410182504,villager_models/Felicity.png,/wiki/Felicity,https://nookipedia.com/w/images/c/c2/Felicity_NH_Icon.png,villager_icons/Felicity.png,Peppy,Cat,March 30th,mimimi,Female,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Lullaby,Cute,145,5,#feffd0,#ea4519,#ffffd1,White/Lightest Pastel,White/Light Pastels
Filbert,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3e/NH-Filbert_poster.png/revision/latest?cb=20200410184309,villager_models/Filbert.png,/wiki/Filbert,https://nookipedia.com/w/images/5/57/Filbert_NH_Icon.png,villager_icons/Filbert.png,Lazy,Squirrel,June 3rd,bucko,Male,Blue Mountain,Lots of milk,3,Three spoons,3,Two Days Ago,Basic,91,4,#74e1ff,#ffffff,#8effff,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Flip,https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Flip_poster.png/revision/latest?cb=20200328201204,villager_models/Flip.png,/wiki/Flip,https://nookipedia.com/w/images/7/74/Flip_NH_Icon.png,villager_icons/Flip.png,Jock,Monkey,November 21st,rerack,Male,Killimanjaro,Little milk,1,One spoon,1,K.K. Rally,Sporty,288,6,#ffdf44,#fe581f,#ffb692,Yellow/Ochre,"Yellows, Oranges & Ochres"
Flo,https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/NH-Flo_poster.png/revision/latest?cb=20200410190352,villager_models/Flo.png,/wiki/Flo,https://nookipedia.com/w/images/a/a9/Flo_NH_Icon.png,villager_icons/Flo.png,Sisterly,Penguin,September 2nd,cha,Female,House Blend,Little milk,1,One spoon,1,Space K.K.,Ornate,187,5,#ffffff,#6d68a3,#ff7700,White/Lightest Pastel,White/Light Pastels
Flora,https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Flora_poster.png/revision/latest?cb=20200410191616,villager_models/Flora.png,/wiki/Flora,https://nookipedia.com/w/images/f/fd/Flora_NH_Icon.png,villager_icons/Flora.png,Peppy,Ostrich,February 9th,pinky,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Flamenco,Modern,32,2,#fc5286,#fcf7f9,#2a2b2a,Pink,Pinks
Flurry,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Flurry_poster.png/revision/latest?cb=20200328201233,villager_models/Flurry.png,/wiki/Flurry,https://nookipedia.com/w/images/b/bd/Flurry_NH_Icon.png,villager_icons/Flurry.png,Normal,Hamster,January 30th,powderpuff,Female,Mocha,No milk,0,No sugar,0,Hypno K.K.,Iconic,54,3,#f9f9f9,#fdb09d,#f7f7f7,White/Lightest Pastel,White/Light Pastels
Francine,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Francine_poster.png/revision/latest?cb=20200410185321,villager_models/Francine.png,/wiki/Francine,https://nookipedia.com/w/images/4/49/Francine_NH_Icon.png,villager_icons/Francine.png,Snooty,Rabbit,January 22nd,karat,Female,Killimanjaro,Little milk,1,One spoon,1,I Love You,Ornate,50,3,#fbf7e5,#69f7f3,#ffffff,White/Lightest Pastel,White/Light Pastels
Frank,https://vignette.wikia.nocookie.net/animalcrossing/images/8/86/NH-Frank_poster.png/revision/latest?cb=20200410191050,villager_models/Frank.png,/wiki/Frank,https://nookipedia.com/w/images/b/b8/Frank_NH_Icon.png,villager_icons/Frank.png,Cranky,Eagle,July 30th,crushy,Male,Killimanjaro,Little milk,1,One spoon,1,K.K. Casbah,Rock n roll,288,6,#fefe01,#05ae18,#fefe1e,Yellow/Ochre,"Yellows, Oranges & Ochres"
Freckles,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Freckles_poster.png/revision/latest?cb=20200328201257,villager_models/Freckles.png,/wiki/Freckles,https://nookipedia.com/w/images/a/a6/Freckles_NH_Icon.png,villager_icons/Freckles.png,Peppy,Duck,February 19th,ducky,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Song,Flashy,146,5,#ffa1a1,#904402,#f9b90d,Pastel Pink,Pinks
Freya,https://vignette.wikia.nocookie.net/animalcrossing/images/1/19/NH-Freya_poster.png/revision/latest?cb=20200410183241,villager_models/Freya.png,/wiki/Freya,https://nookipedia.com/w/images/3/34/Freya_NH_Icon.png,villager_icons/Freya.png,Snooty,Wolf,December 14th,uff da,Female,Mocha,Little milk,1,One spoon,1,Rockin' K.K.,Rock n roll,33,2,#f97384,#feffc4,#dbfffe,Orange,"Yellows, Oranges & Ochres"
Friga,https://vignette.wikia.nocookie.net/animalcrossing/images/7/75/NH-Friga_poster.png/revision/latest?cb=20200410190835,villager_models/Friga.png,/wiki/Friga,https://nookipedia.com/w/images/6/6a/Friga_NH_Icon.png,villager_icons/Friga.png,Snooty,Penguin,October 16th,brrmph,Female,House Blend,Little milk,1,One spoon,1,K.K. Tango,Ornate,188,5,#ffdee2,#0f238d,#ffa001,White/Lightest Pastel,White/Light Pastels
Frita,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5e/NH-Frita_poster.png/revision/latest?cb=20200410184508,villager_models/Frita.png,/wiki/Frita,https://nookipedia.com/w/images/6/69/Frita_NH_Icon.png,villager_icons/Frita.png,Sisterly,Sheep,July 16th,oh ewe,Female,Mocha,No milk,0,No sugar,0,K.K. Rockabilly,Flashy,147,5,#956737,#feda0a,#db7119,Maroon,Browns and Maroons
Frobert,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5a/NH-Frobert_poster.png/revision/latest?cb=20200328201327,villager_models/Frobert.png,/wiki/Frobert,https://nookipedia.com/w/images/b/b9/Frobert_NH_Icon.png,villager_icons/Frobert.png,Jock,Frog,February 8th,fribbit,Male,Blue Mountain,Regular milk,2,Two spoons,2,My Place,Sporty,189,5,#22c993,#373837,#373737,Neon Blue/Green,"Mid Blues, Cyans & Teals"
Fuchsia,https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Fuchsia_poster.png/revision/latest?cb=20200328201335,villager_models/Fuchsia.png,/wiki/Fuchsia,https://nookipedia.com/w/images/0/0e/Fuchsia_NH_Icon.png,villager_icons/Fuchsia.png,Sisterly,Deer,September 19th,precious,Female,Blue Mountain,No milk,0,No sugar,0,K.K. Rock,Rock n roll,80,4,#fe83d9,#fed51c,#52fffe,Pastel Pink,Pinks
Gabi,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8b/NH-Gabi_poster.png/revision/latest?cb=20200410185547,villager_models/Gabi.png,/wiki/Gabi,https://nookipedia.com/w/images/2/29/Gabi_NH_Icon.png,villager_icons/Gabi.png,Peppy,Rabbit,December 16th,honeybun,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Love Song,Ornate,190,5,#fdfdfd,#fec3fe,#ffffff,White/Lightest Pastel,White/Light Pastels
Gala,https://vignette.wikia.nocookie.net/animalcrossing/images/8/87/NH-Gala_poster.png/revision/latest?cb=20200410185906,villager_models/Gala.png,/wiki/Gala,https://nookipedia.com/w/images/1/1a/Gala_NH_Icon.png,villager_icons/Gala.png,Normal,Pig,March 5th,snortie,Female,Mocha,No milk,0,No sugar,0,Two Days Ago,Cute,122,4,#feeae7,#ffb4b6,#1b1b1c,White/Lightest Pastel,White/Light Pastels
Gaston,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6f/NH-Gaston_poster.png/revision/latest?cb=20200410185604,villager_models/Gaston.png,/wiki/Gaston,https://nookipedia.com/w/images/0/0f/Gaston_NH_Icon.png,villager_icons/Gaston.png,Cranky,Rabbit,October 28th,mon chou,Male,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Dirge,Flashy,288,6,#f4d429,#6bf2fe,#302f2c,Yellow/Ochre,"Yellows, Oranges & Ochres"
Gayle,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Gayle_poster.png/revision/latest?cb=20200328205700,villager_models/Gayle.png,/wiki/Gayle,https://nookipedia.com/w/images/2/2e/Gayle_NH_Icon.png,villager_icons/Gayle.png,Normal,Alligator,May 17th,snacky,Female,Killimanjaro,Little milk,1,One spoon,1,Bubblegum K.K.,Cute,92,4,#fad8e4,#fea2b4,#faebef,White/Lightest Pastel,White/Light Pastels
Genji,https://vignette.wikia.nocookie.net/animalcrossing/images/7/70/NH-Genji_poster.png/revision/latest?cb=20200410185443,villager_models/Genji.png,/wiki/Genji,https://nookipedia.com/w/images/f/fd/Genji_NH_Icon.png,villager_icons/Genji.png,Jock,Rabbit,January 21st,mochi,Male,Blue Mountain,Lots of milk,3,Three spoons,3,King K.K.,Iconic,37,2,#5c1717,#f9f9f9,#ffb9ff,Maroon,Browns and Maroons
Gigi,https://vignette.wikia.nocookie.net/animalcrossing/images/4/44/NH-Gigi_poster.png/revision/latest?cb=20200328205712,villager_models/Gigi.png,/wiki/Gigi,https://nookipedia.com/w/images/6/63/Gigi_NH_Icon.png,villager_icons/Gigi.png,Snooty,Frog,August 11th,ribette,Female,Killimanjaro,No milk,0,No sugar,0,Only Me,Ornate,242,5,#e77efe,#e979ff,#e77eff,Pastel Pink,Pinks
Gladys,https://vignette.wikia.nocookie.net/animalcrossing/images/6/65/NH-Gladys_poster.png/revision/latest?cb=20200410191858,villager_models/Gladys.png,/wiki/Gladys,https://nookipedia.com/w/images/f/f0/Gladys_NH_Icon.png,villager_icons/Gladys.png,Normal,Ostrich,January 15th,stretch,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Folk,Iconic,148,5,#fbfbfb,#454443,#f92c00,White/Lightest Pastel,White/Light Pastels
Gloria,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4d/NH-Gloria_poster.png/revision/latest?cb=20200328205726,villager_models/Gloria.png,/wiki/Gloria,https://nookipedia.com/w/images/7/79/Gloria_NH_Icon.png,villager_icons/Gloria.png,Snooty,Duck,August 12th,quacker,Female,House Blend,No milk,0,No sugar,0,K.K. Milonga,Ornate,243,5,#fefdfb,#78568a,#f8929a,White/Lightest Pastel,White/Light Pastels
Goldie,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Goldie_poster.png/revision/latest?cb=20200328205734,villager_models/Goldie.png,/wiki/Goldie,https://nookipedia.com/w/images/d/dc/Goldie_NH_Icon.png,villager_icons/Goldie.png,Normal,Dog,December 27th,woof,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Bossa,Basic,34,2,#ffffb3,#ffd797,#fedd7e,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Gonzo,https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Gonzo_poster.png/revision/latest?cb=20200328205742,villager_models/Gonzo.png,/wiki/Gonzo,https://nookipedia.com/w/images/0/02/Gonzo_NH_Icon.png,villager_icons/Gonzo.png,Cranky,Koala,October 13th,mate,Male,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. D & B,Unknown,288,6,#787878,#f888b8,#f6f6f7,Grey Blue/Green,Greys
Goose,https://vignette.wikia.nocookie.net/animalcrossing/images/a/ab/NH-Goose_poster.png/revision/latest?cb=20200328205749,villager_models/Goose.png,/wiki/Goose,https://nookipedia.com/w/images/8/8d/Goose_NH_Icon.png,villager_icons/Goose.png,Jock,Chicken,October 4th,buh-kay,Male,House Blend,Lots of milk,3,Three spoons,3,K.K. Country,Basic,149,5,#fefeff,#fb5a5a,#ffffff,White/Lightest Pastel,White/Light Pastels
Graham,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cf/NH-Graham_poster.png/revision/latest?cb=20200328205755,villager_models/Graham.png,/wiki/Graham,https://nookipedia.com/w/images/6/68/Graham_NH_Icon.png,villager_icons/Graham.png,Smug,Hamster,June 20th,indeed,Male,House Blend,Regular milk,2,Two spoons,2,Bubblegum K.K.,Historical,191,5,#fedf49,#fffffe,#ffffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Greta,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1c/NH-Greta_poster.png/revision/latest?cb=20200410192204,villager_models/Greta.png,/wiki/Greta,https://nookipedia.com/w/images/c/ce/Greta_NH_Icon.png,villager_icons/Greta.png,Snooty,Mouse,September 5th,yelp,Female,Mocha,No milk,0,No sugar,0,K.K. Jongara,Iconic,288,6,#fffaeb,#feb9ff,#0c445f,White/Lightest Pastel,White/Light Pastels
Grizzly,https://vignette.wikia.nocookie.net/animalcrossing/images/9/96/NH-Grizzly_poster.png/revision/latest?cb=20200328205814,villager_models/Grizzly.png,/wiki/Grizzly,https://nookipedia.com/w/images/8/84/Grizzly_NH_Icon.png,villager_icons/Grizzly.png,Cranky,Bear,July 31st,grrr...,Male,House Blend,Regular milk,2,Two spoons,2,K.K. Dirge,Basic,288,6,#4a4013,#fffabd,#4e4318,Dark Grey/Black,Black and Dark Colours
Groucho,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f7/NH-Groucho_poster.png/revision/latest?cb=20200328205820,villager_models/Groucho.png,/wiki/Groucho,https://nookipedia.com/w/images/f/fe/Groucho_NH_Icon.png,villager_icons/Groucho.png,Cranky,Bear,October 23rd,grumble,Male,House Blend,Regular milk,2,Two spoons,2,K.K. Metal,Historical,244,5,#1370a4,#fefeb4,#1270a4,Blue,Dark Blues and Purples
Gruff,https://vignette.wikia.nocookie.net/animalcrossing/images/4/44/NH-Gruff_poster.png/revision/latest?cb=20200328205826,villager_models/Gruff.png,/wiki/Gruff,https://nookipedia.com/w/images/8/87/Gruff_NH_Icon.png,villager_icons/Gruff.png,Cranky,Goat,August 29th,bleh eh eh,Male,House Blend,Little milk,1,One spoon,1,K.K. Rockabilly,Historical,288,6,#9dee7f,#8c6400,#ecebed,Pastel Brown/Green,Greens
Gwen,https://vignette.wikia.nocookie.net/animalcrossing/images/0/04/NH-Gwen_poster.png/revision/latest?cb=20200410190543,villager_models/Gwen.png,/wiki/Gwen,https://nookipedia.com/w/images/2/2c/Gwen_NH_Icon.png,villager_icons/Gwen.png,Snooty,Penguin,January 23rd,h-h-hon,Female,House Blend,Little milk,1,One spoon,1,Cafe K.K.,Ornate,288,6,#fefefe,#ffe300,#45356d,White/Lightest Pastel,White/Light Pastels
Hamlet,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Hamlet_poster.png/revision/latest?cb=20200328205839,villager_models/Hamlet.png,/wiki/Hamlet,https://nookipedia.com/w/images/2/23/Hamlet_NH_Icon.png,villager_icons/Hamlet.png,Jock,Hamster,May 30th,hammie,Male,House Blend,Regular milk,2,Two spoons,2,K.K. Reggae,Basic,192,5,#ffd150,#fff4ba,#c36b37,Orange,"Yellows, Oranges & Ochres"
Hamphrey,https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/NH-Hamphrey_poster.png/revision/latest?cb=20200328205845,villager_models/Hamphrey.png,/wiki/Hamphrey,https://nookipedia.com/w/images/5/55/Hamphrey_NH_Icon.png,villager_icons/Hamphrey.png,Cranky,Hamster,February 25th,snort,Male,Blue Mountain,Little milk,1,One spoon,1,K.K. Rally,Historical,193,5,#1e1e1e,#fea7ff,#8fc4d7,Dark Grey/Black,Black and Dark Colours
Hans,https://vignette.wikia.nocookie.net/animalcrossing/images/e/eb/NH-Hans_poster.png/revision/latest?cb=20200328205852,villager_models/Hans.png,/wiki/Hans,https://nookipedia.com/w/images/5/5e/Hans_NH_Icon.png,villager_icons/Hans.png,Smug,Gorilla,December 5th,groovy,Male,Blue Mountain,No milk,0,No sugar,0,K.K. D & B,Official,123,4,#abd9eb,#f7eadf,#fd8c42,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Harry,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/NH-Harry_poster.png/revision/latest?cb=20200328205858,villager_models/Harry.png,/wiki/Harry,https://nookipedia.com/w/images/4/44/Harry_NH_Icon.png,villager_icons/Harry.png,Cranky,Hippo,January 7th,beach bum,Male,Mocha,No milk,0,No sugar,0,K.K. Calypso,Historical,288,6,#ebb614,#0d2a38,#ffffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Hazel,https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Hazel_poster.png/revision/latest?cb=20200410183827,villager_models/Hazel.png,/wiki/Hazel_(New_Leaf),https://nookipedia.com/w/images/9/95/Hazel_NH_Icon.png,villager_icons/Hazel.png,Sisterly,Squirrel,August 30th,uni-wow,Female,House Blend,No milk,0,No sugar,0,K.K. Disco,Iconic,93,4,#ffbe7d,#bf3433,#353525,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Henry,https://vignette.wikia.nocookie.net/animalcrossing/images/2/24/NH-Henry_poster.png/revision/latest?cb=20200328205913,villager_models/Henry.png,/wiki/Henry,https://nookipedia.com/w/images/a/af/Henry_NH_Icon.png,villager_icons/Henry.png,Smug,Frog,September 21st,snoozit,Male,Mocha,Little milk,1,One spoon,1,K.K. Soul,Basic,194,5,#86c74f,#fecd07,#fc7105,Green/Earth,Greens
Hippeux,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a3/NH-Hippeux_poster.png/revision/latest?cb=20200328205920,villager_models/Hippeux.png,/wiki/Hippeux,https://nookipedia.com/w/images/3/30/Hippeux_NH_Icon.png,villager_icons/Hippeux.png,Smug,Hippo,October 15th,natch,Male,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. Moody,Ornate,288,6,#dced16,#ffffbd,#ffffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Hopkins,https://vignette.wikia.nocookie.net/animalcrossing/images/0/00/NH-Hopkins_poster.png/revision/latest?cb=20200410185246,villager_models/Hopkins.png,/wiki/Hopkins,https://nookipedia.com/w/images/7/72/Hopkins_NH_Icon.png,villager_icons/Hopkins.png,Lazy,Rabbit,March 11th,thumper,Male,House Blend,No milk,0,No sugar,0,I Love You,Sporty,195,5,#00a8f8,#f8e830,#0080c8,Mid Blue,"Mid Blues, Cyans & Teals"
Hopper,https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-Hopper_poster.png/revision/latest?cb=20200410190612,villager_models/Hopper.png,/wiki/Hopper,https://nookipedia.com/w/images/e/e2/Hopper_NH_Icon.png,villager_icons/Hopper.png,Cranky,Penguin,April 6th,slushie,Male,Mocha,Lots of milk,3,Three spoons,3,Lucky K.K.,Rock n roll,150,5,#111010,#fe9e01,#101010,Dark Grey/Black,Black and Dark Colours
Hornsby,https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Hornsby_poster.png/revision/latest?cb=20200410184934,villager_models/Hornsby.png,/wiki/Hornsby,https://nookipedia.com/w/images/7/72/Hornsby_NH_Icon.png,villager_icons/Hornsby.png,Lazy,Rhino,March 20th,schnozzle,Male,House Blend,Little milk,1,One spoon,1,Aloha K.K. (Ac)K.k. Lament (Nl)],Unknown,61,3,#1060d8,#ffffff,#1d6be0,Mid Blue,"Mid Blues, Cyans & Teals"
Huck,https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/NH-Huck_poster.png/revision/latest?cb=20200328205949,villager_models/Huck.png,/wiki/Huck,https://nookipedia.com/w/images/1/1b/Huck_NH_Icon.png,villager_icons/Huck.png,Smug,Frog,July 9th,hopper,Male,Mocha,Little milk,1,One spoon,1,I Love You,Unknown,196,5,#707070,#f8d060,#717171,Grey Blue/Green,Greys
Hugh,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3e/NH-Hugh_poster.png/revision/latest?cb=20200410190230,villager_models/Hugh.png,/wiki/Hugh,https://nookipedia.com/w/images/3/3b/Hugh_NH_Icon.png,villager_icons/Hugh.png,Lazy,Pig,December 30th,snortle,Male,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. Mambo,Modern,245,5,#0961f6,#2cb1fe,#fff349,Mid Blue,"Mid Blues, Cyans & Teals"
Iggly,https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Iggly_poster.png/revision/latest?cb=20200410190437,villager_models/Iggly.png,/wiki/Iggly,https://nookipedia.com/w/images/2/27/Iggly_NH_Icon.png,villager_icons/Iggly.png,Jock,Penguin,November 2nd,waddler,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. March,Basic,246,5,#feffff,#ffffff,#ffa001,White/Lightest Pastel,White/Light Pastels
Ike,https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Ike_poster.png/revision/latest?cb=20200328210009,villager_models/Ike.png,/wiki/Ike,https://nookipedia.com/w/images/b/b8/Ike_NH_Icon.png,villager_icons/Ike.png,Cranky,Bear,May 16th,roadie,Male,Mocha,No milk,0,No sugar,0,K.K. Rock,Rock n roll,288,6,#382000,#f8e898,#f0a000,Dark Grey/Black,Black and Dark Colours
Jacob,https://vignette.wikia.nocookie.net/animalcrossing/images/6/65/NH-Jacob_poster.png/revision/latest?cb=20200328230143,villager_models/Jacob.png,/wiki/Jacob,https://nookipedia.com/w/images/4/45/Jacob_NH_Icon.png,villager_icons/Jacob.png,Lazy,Bird,August 24th,chuuuuurp,Male,Mocha,Little milk,1,One spoon,1,K.K. Song,Unknown,288,6,#fffdfd,#eeab29,#5a5aa1,White/Lightest Pastel,White/Light Pastels
